Name,Link,Iframe,Folder
best discoveries of 2023,https://open.spotify.com/playlist/42UfMIHAQMjjzibL05u70b?si=7b45ae963f134e88,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/42UfMIHAQMjjzibL05u70b?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",extra
best female albums,https://open.spotify.com/playlist/2j9BpLjniSXFFsn0rCYBnT?si=6f26a1f1dbe8427b,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/2j9BpLjniSXFFsn0rCYBnT?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",extra
Rap '21 .1a,https://open.spotify.com/playlist/6LM0TKput11yxxmsKUL1qW?si=e4b04946a07b4cad,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/6LM0TKput11yxxmsKUL1qW?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",extra
2017 Wrapped,https://open.spotify.com/playlist/0ucQtVg6S51B6EOr2DMyFS?si=9b24459261fa4d30,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/0ucQtVg6S51B6EOr2DMyFS?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",extra
2020 Wrapped,https://open.spotify.com/playlist/5bNIUOFubVFcHIT9ws6mah?si=c5a59b1c84884d69,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/5bNIUOFubVFcHIT9ws6mah?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",extra
2021 Wrapped,https://open.spotify.com/playlist/6UvcIuTCQZBqq6XCAUJuNG?si=88b905c0e3a14434,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/6UvcIuTCQZBqq6XCAUJuNG?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",extra
2022 Wrapped,https://open.spotify.com/playlist/2TPuIzhoY9vJMaNjufLEuT?si=014725655cf44efb,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/2TPuIzhoY9vJMaNjufLEuT?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",extra
Enero 2021,https://open.spotify.com/playlist/621KqCNpLJQOGBr3vHNILZ?si=e12748a493a84905,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/621KqCNpLJQOGBr3vHNILZ?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Febrero 2021,https://open.spotify.com/playlist/16fZzCue4iSZk9LnzqLkAo?si=71b8eace0109466e,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/16fZzCue4iSZk9LnzqLkAo?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Marzo 2021,https://open.spotify.com/playlist/1SJxuRriERzonPjEHY0J9s?si=cf24e69256ff4aa5,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/1SJxuRriERzonPjEHY0J9s?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Abril 2021,https://open.spotify.com/playlist/5spOFGxtWGIvwLNRvXiNHi?si=1a42225db3f94ba0,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/5spOFGxtWGIvwLNRvXiNHi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Mayo 2021,https://open.spotify.com/playlist/38QaWWLIHuLNGQPbuZkNQp?si=3e132ffe028d4320,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/38QaWWLIHuLNGQPbuZkNQp?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Junio 2021,https://open.spotify.com/playlist/2LpXxnIkDMp4bcJZFWKS6M?si=74ec8f078aba4bcf,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/2LpXxnIkDMp4bcJZFWKS6M?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Julio 2021,https://open.spotify.com/playlist/2wnwvzfmq5Wewvuqslyb1g?si=30bdfaf99e0d4756,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/2wnwvzfmq5Wewvuqslyb1g?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Agosto 2021,https://open.spotify.com/playlist/6itYvf4eEWn1IHg692Tari?si=eabc95d4b8fe49f5,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/6itYvf4eEWn1IHg692Tari?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Septiembre 2021,https://open.spotify.com/playlist/5D6TMmyJnClPDbDTTm97DD?si=de0c1629957d4eaa,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/5D6TMmyJnClPDbDTTm97DD?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Octubre 2021,https://open.spotify.com/playlist/3KWoLWwruIROIKc1dy98Xz?si=b2e3ca52720c46d5,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/3KWoLWwruIROIKc1dy98Xz?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Noviembre 2021,https://open.spotify.com/playlist/3bK3NvuMkrHZUhut7DHKtW?si=9841a9e26f464dbf,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/3bK3NvuMkrHZUhut7DHKtW?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Diciembre 2021,https://open.spotify.com/playlist/36e77P7xmgEiCpQtUS4j34?si=27027b8d0f3a4fcb,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/36e77P7xmgEiCpQtUS4j34?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2021
Enero 2022,https://open.spotify.com/playlist/4tUrb7Vv0XhsZBqkaDxyNS?si=f1b10d96b159498f,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/4tUrb7Vv0XhsZBqkaDxyNS?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Febrero 2022,https://open.spotify.com/playlist/18PJfG05P73KtIm7g1uHuE?si=dcf02aa4cd194cf2,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/18PJfG05P73KtIm7g1uHuE?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Marzo 2022,https://open.spotify.com/playlist/0KUgaR01Z5sIulUnhVxy9O?si=1a9c42addc924efc,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/0KUgaR01Z5sIulUnhVxy9O?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Abril 2022,https://open.spotify.com/playlist/4xPPmYLaIAaCE2We8tx0Be?si=5747e8a323c54aad,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/4xPPmYLaIAaCE2We8tx0Be?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Mayo 2022,https://open.spotify.com/playlist/30fEPGa2luNlcrcBEelXy1?si=14d40f0553064a81,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/30fEPGa2luNlcrcBEelXy1?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Junio 2022,https://open.spotify.com/playlist/2HGgoN3GHzBtS8BZFQu9NI?si=6288adc3f43e45df,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/2HGgoN3GHzBtS8BZFQu9NI?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Julio 2022,https://open.spotify.com/playlist/72XBSXguniKmgF1XJjXZ9J?si=555fbeed12454fcf,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/72XBSXguniKmgF1XJjXZ9J?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Agosto 2022,https://open.spotify.com/playlist/39IsbuJ0WYuhkDXjOkHveC?si=21dff4b8bbbc46ad,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/39IsbuJ0WYuhkDXjOkHveC?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Septiembre 2022,https://open.spotify.com/playlist/4LIQrpQdpB1R3qiwJtI9GP?si=bf045bb1763a44be,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/4LIQrpQdpB1R3qiwJtI9GP?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Octubre 2022,https://open.spotify.com/playlist/0wn3wWDOUaFXrRsqT16aWF?si=5540669ce77b447a,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/0wn3wWDOUaFXrRsqT16aWF?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Noviembre 2022,https://open.spotify.com/playlist/7iV06Wm93KAXWl1rPNiUJp?si=d343e516eea844f6,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/7iV06Wm93KAXWl1rPNiUJp?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Diciembre 2022,https://open.spotify.com/playlist/6xYfZPareTzx0gI7gRJ0OH?si=957d0b2ca0bc4e32,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/6xYfZPareTzx0gI7gRJ0OH?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2022
Enero 2023,https://open.spotify.com/playlist/5Jfeqw19c12ZKWTKR6ek9w?si=88124e968c98489b,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/5Jfeqw19c12ZKWTKR6ek9w?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2023
Febrero 2023,https://open.spotify.com/playlist/06OfHX8PsVH0RoB5BtOpYK?si=7c8251f8dd424b38,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/06OfHX8PsVH0RoB5BtOpYK?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2023
Marzo 2023,https://open.spotify.com/playlist/4LK9978NdiFMJHc2Ft3tgl?si=0e1283b320e34ad6,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/4LK9978NdiFMJHc2Ft3tgl?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2023
Abril 2023,https://open.spotify.com/playlist/3eVEsREggMebEhbFhjLUDJ?si=206aac88c10448f0,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/3eVEsREggMebEhbFhjLUDJ?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2023
Mayo 2023,https://open.spotify.com/playlist/0QPMFNJ8z6DAsnJORvCMVj?si=1567e86ad0c04b15,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/0QPMFNJ8z6DAsnJORvCMVj?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2023
Junio 2023,https://open.spotify.com/playlist/7pCOl2KzNnfdg5nkoFkl08?si=1595f00706ae4261,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/7pCOl2KzNnfdg5nkoFkl08?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",2023
Top Albums,https://open.spotify.com/playlist/36E2vqwgek0pk4Hi9HRp0n?si=9c8304097c1b4e51,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/36E2vqwgek0pk4Hi9HRp0n?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",tops
Top Donda,https://open.spotify.com/playlist/6e7mwThigPBlGQXxa5ZWp0?si=114e116e16f44b91,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/6e7mwThigPBlGQXxa5ZWp0?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",tops
Favs of Jorja Smith,https://open.spotify.com/playlist/22QYGREW7RT0rGfZwXVxK7?si=bdcf6c090b5b49e2,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/playlist/22QYGREW7RT0rGfZwXVxK7?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>",tops